	alpha	beta	chi	delta	eta	gamma	kappa	lambda	mu	nu	omega	phi	rho	theta
80701-01-31-00	0.0033908998554	3.40592199712e-08	0.029095681466	0.0991758183344	0.154901185432	0.628989513243	7.94806142615e-07	9.06564939093e-07	1.96276065567e-08	3.88019046889e-09	8.08924934648e-06	0.0844362790921	1.25597260536e-11	7.74377797003e-07
80701-01-31-00	0.0061817734346	3.35313216907e-08	0.0224995607476	0.179307488324	0.0898315006882	0.596261251067	8.68337394684e-07	2.83720476902e-06	1.3186202534e-08	3.23729804989e-09	2.00106329917e-05	0.10589382671	1.6053579628e-11	8.32882086735e-07
80701-01-31-00	0.00853523106345	2.40047473024e-08	0.0204281295831	0.218091983991	0.0533396515107	0.577118688107	8.31111973282e-07	5.94181089301e-06	9.15531960817e-09	2.32623826384e-09	4.76821043383e-05	0.122431003092	1.64253273416e-11	8.22122245613e-07
80701-01-31-00	0.00602592580332	1.28751841285e-08	0.0264596515152	0.154687022736	0.0437074169476	0.65324414638	6.0027840481e-07	3.78539127962e-06	8.81483772602e-09	1.77088266748e-09	4.96634326518e-05	0.115821143486	1.08276544001e-11	6.20557443249e-07
80701-01-31-00	0.00991378925725	1.10930214889e-08	0.0250075747981	0.153657794822	0.0412193223413	0.630824133186	5.16899809583e-07	5.46726825581e-06	7.40545436996e-09	2.15403107538e-09	3.97072405641e-05	0.13933116593	1.47025384768e-11	5.07590029825e-07
80701-01-31-00	0.00574376573663	1.15519980607e-08	0.0253530653588	0.154535662449	0.0554289937595	0.635178800168	5.71307302676e-07	2.92273484296e-06	9.62606854197e-09	2.05968398631e-09	2.67801243108e-05	0.123728976111	1.14486516195e-11	4.39001259519e-07
80701-01-31-00	0.005692180603	1.11741158746e-08	0.0324207566277	0.123415072709	0.0625377918722	0.652981755455	4.73340961089e-07	2.27341371804e-06	9.19941112395e-09	2.32636587142e-09	2.26755169952e-05	0.122926487903	1.08485303039e-11	5.09846800291e-07
80701-01-31-00	0.00475176337488	1.23209821377e-08	0.0371701627973	0.0974094086714	0.0688670317691	0.681858431879	3.99958577636e-07	1.65891775205e-06	1.10183199611e-08	2.73144401009e-09	1.43514213795e-05	0.109926269012	9.54774954816e-12	4.9611804446e-07
80701-01-31-00	6.52891047644e-11	9.53306113958e-08	1.77087563248e-16	2.5075802829e-06	7.21743274452e-08	3.72899552554e-05	0.963135501322	8.33692557943e-07	0.003020308949	1.00627209113e-17	0.0338033637567	9.55798288184e-11	2.69717004047e-08	1.06392249528e-10
40115-01-01-00	1.67942727032e-11	9.50156782916e-08	5.41706703095e-17	9.85377014151e-07	8.63878049393e-08	1.95713885784e-05	0.989830593335	1.57744801676e-07	0.00502548081341	7.18206240448e-18	0.00512300571191	3.25047171723e-11	2.41334794651e-08	4.30453804065e-11
40115-01-01-00	0.0395498733705	3.36367776137e-08	0.960439531652	2.7721545403e-13	2.00383405579e-10	7.00052940408e-09	2.36227202164e-17	2.13019198985e-09	5.30653026006e-23	1.98890011032e-09	3.34256243653e-12	1.0510949879e-05	1.93060384073e-28	3.90670284092e-08
96701-01-25-00	0.0591392343224	3.72802179092e-08	0.940847739323	2.65307495376e-13	2.50578950103e-10	9.28394898881e-09	3.3593286074e-17	3.0521638503e-09	9.10908648044e-23	2.79489200335e-09	3.20462975048e-12	1.29354428222e-05	3.43353159951e-28	3.82462371959e-08
96701-01-25-00	0.0652792178224	3.63963255944e-08	0.934709167096	2.00599225803e-13	1.92328047132e-10	1.13582734553e-08	3.07477938916e-17	3.7206714702e-09	1.25158859591e-22	3.003236624e-09	3.24750408519e-12	1.15225660699e-05	3.93652730756e-28	3.78416238795e-08
96701-01-25-00	0.031045870069	2.14832597067e-08	0.968946486352	1.10292633586e-13	1.8478533585e-10	8.5055039885e-09	2.31258810622e-17	1.79858770663e-09	9.8534148798e-23	1.74865121807e-09	5.27829470792e-12	7.5372377097e-06	3.15161588385e-28	7.26155263743e-08
96701-01-25-00	0.0223120591015	1.51051564414e-08	0.977680098898	1.24921482895e-13	1.83641950795e-10	9.4743157411e-09	2.48957895287e-17	1.53644853927e-09	1.26757572008e-22	1.5630015265e-09	6.73423238048e-12	7.73260840967e-06	2.96954325838e-28	8.15230765897e-08
96701-01-25-00	0.0227715669501	1.1134249036e-08	0.977221160626	1.04328433641e-13	1.40347426378e-10	7.98913142039e-09	2.07191361494e-17	1.73153728014e-09	8.57928220067e-23	1.15909353552e-09	1.25959298996e-11	7.13528502219e-06	3.04657665262e-28	1.14971418258e-07
96701-01-25-00	0.0485925695794	2.02472722727e-08	0.951395500265	2.18398414862e-13	2.70144931837e-10	9.70075210403e-09	4.20250976881e-17	3.16513698069e-09	1.15533004701e-22	1.95075339324e-09	1.64523024062e-11	1.17347749547e-05	9.21787364903e-28	1.60030173379e-07
96701-01-25-00	0.064516114997	4.27284718988e-08	0.935465015046	6.20650604287e-13	5.71564081477e-10	1.22584180308e-08	8.7282843814e-17	3.91123448713e-09	1.87906753094e-22	3.51860624596e-09	1.20873921455e-11	1.86435510418e-05	1.46800766284e-27	1.63404584356e-07
96701-01-25-00	0.0949752836475	6.25727402494e-08	0.904996479838	1.14040346577e-12	9.98979279865e-10	2.01715651041e-08	1.85429985994e-16	5.93745375913e-09	4.51256521324e-22	5.58128514536e-09	1.2076276406e-11	2.79876216335e-05	3.38558086254e-27	1.53617176128e-07
96701-01-25-00	3.54774217947e-06	0.00239895119718	4.92820698268e-17	5.38576427366e-07	4.88109353792e-07	2.38265783904e-06	0.989565105907	0.0017751686731	0.006211628502	2.3566520365e-12	2.13269337321e-06	8.93712371969e-10	4.0052200022e-05	2.8452470377e-09
40403-01-06-01	4.94830269274e-05	0.0201217015011	4.36278660766e-16	2.09279407132e-06	1.26599861805e-06	1.11504571038e-05	0.941757724787	0.0216588499827	0.016236041407	3.38045103056e-11	2.5670128757e-06	4.34441401989e-09	0.000159098049133	2.06055339919e-08
40403-01-06-01	4.37154308463e-05	0.0157989656623	5.74442546477e-16	2.65133989668e-06	8.76865596563e-07	1.58080697106e-05	0.934460544098	0.0280817405813	0.0214931689574	3.24178206853e-11	3.79328006148e-06	5.31277884435e-09	9.87141254836e-05	1.62440039011e-08
40403-01-06-01	0.000110847262514	0.0202658737334	7.80255693772e-16	2.51055369864e-06	1.34994869515e-06	2.16454079008e-05	0.903715070113	0.0480401667323	0.0276163365238	6.69985991129e-11	2.37493511504e-06	7.77930200401e-09	0.000223797754816	1.91883208347e-08
40403-01-06-01	7.9837316063e-05	0.0135739908622	6.31901473255e-16	1.42742467256e-06	1.30871538678e-06	1.07009873919e-05	0.955067598853	0.0222962034809	0.0088845238434	3.51306117467e-11	2.89315893466e-06	6.47003639779e-09	8.14928462926e-05	1.60064981721e-08
40403-01-06-01	0.000667345738521	0.0673633597561	1.55802970233e-15	1.02295518618e-06	8.43872788003e-06	1.24593288467e-05	0.887852734549	0.0302591497632	0.011878013316	3.42412401102e-10	1.20458955021e-06	1.1158397235e-08	0.00195609434289	1.65431937509e-07
40403-01-06-01	0.00168901229306	0.143738193852	5.55405582629e-15	4.12781005143e-06	4.15871575428e-06	1.83886915641e-05	0.678010665515	0.171331890303	0.00499679211797	6.10110138681e-10	2.02513120092e-06	3.62527595925e-08	0.000204605653025	1.03055009053e-07
40403-01-06-01	1.31832106881e-08	2.68344170413e-07	0.866763320539	0.00308207409091	9.73584742499e-07	0.000126330264612	6.28426645627e-08	8.99891405975e-13	6.80974053831e-06	0.00233826885091	0.000536970927446	0.127098335351	6.37515357597e-14	4.65722797742e-05
10408-01-06-00	2.72557496161e-08	5.60594775566e-07	0.77794705085	0.00646012488845	2.14234811482e-06	0.000259904021866	2.38986233966e-07	1.98169706028e-12	2.57640233887e-05	0.00403654637933	0.00112189829975	0.210081776202	3.95565206045e-13	6.39661479967e-05
10408-01-06-00	4.33407181476e-08	1.20820320032e-06	0.62627310867	0.0204824405942	5.61804772977e-06	0.000357353599433	8.19861215633e-07	2.71080807343e-12	5.01118197013e-05	0.00636497187284	0.00161738863492	0.344758362534	1.35288974044e-12	8.85728183499e-05
20402-01-26-02	0.000189091100716	0.000801037631282	0.998695751059	1.88670353039e-09	6.15174014581e-05	0.000156201326937	1.23084222849e-11	3.61489115138e-11	8.85753355113e-13	1.01073559742e-06	1.26602914755e-11	1.19259646837e-05	1.62678283643e-20	8.34628312044e-05
50125-01-01-02	0.000293390007893	0.000431844958719	0.999085542434	1.23666403234e-09	2.32932396959e-05	0.000106681430793	4.83402077056e-12	5.77139576543e-11	2.88443365585e-13	8.03014888114e-07	1.06414056236e-11	1.18053580823e-05	7.17785346472e-21	4.66382458293e-05
50125-01-01-02	0.000128075608314	0.000149401153351	0.999629545778	3.79570109639e-10	7.72506452759e-06	4.51905630359e-05	1.02645014458e-12	2.49297269217e-11	6.36613378176e-14	3.22462199933e-07	7.41120297714e-12	5.64539395055e-06	1.36093748539e-21	3.40935640354e-05
50125-01-01-02	0.00010852165198	0.000115174841216	0.999681222303	4.5274779664e-10	7.46584594925e-06	5.01731271414e-05	1.04978698705e-12	2.44646551205e-11	7.27299133762e-14	2.95752507594e-07	7.97320699277e-12	6.03329766097e-06	1.219436642e-21	3.11126940258e-05
50125-01-01-02	0.000160973928919	0.000191321626951	0.999453312969	1.27441025168e-09	2.27876577786e-05	7.43643979705e-05	3.28093984105e-12	3.65134495104e-11	1.64238076648e-13	4.39137453385e-07	2.01391911347e-11	1.01015941925e-05	6.60504081291e-21	8.66973533302e-05
50125-01-01-02	0.000580613251244	0.00129016552173	0.997533707178	7.7512611689e-09	0.000142811823226	0.000172267346968	3.05626383204e-11	9.94756046206e-11	8.4263040964e-13	1.64837305498e-06	4.63054002277e-11	2.72320029065e-05	1.06751902153e-19	0.000251546574241
50125-01-01-02	0.000572398764744	0.00169333460073	0.9971522235	9.26027020105e-09	0.000141293571763	0.000219180937878	3.70236289543e-11	1.12369831122e-10	1.29754296389e-12	2.0324471228e-06	3.49316480111e-11	2.88159761427e-05	9.05301771364e-20	0.000190710755612
50125-01-01-02	0.000593192932708	0.00386671326566	0.994121558694	2.11381976575e-08	0.000448625979823	0.000305382423752	1.36152021561e-10	1.20343255783e-10	3.48183884527e-12	2.93256812256e-06	9.01894534715e-11	3.89714724731e-05	3.74531637191e-19	0.000622601175076
50125-01-01-02	0.000229801981913	0.00346685995972	0.994723141361	2.26899152488e-08	0.000674959523691	0.000370689440737	1.91363315313e-10	5.09794824763e-11	6.83021309477e-12	2.47070776062e-06	6.3403736882e-11	3.38233736572e-05	2.33103529456e-19	0.000498230648812
50125-01-01-02	6.86346705427e-05	0.00114293151058	0.997770530147	1.15827068569e-08	0.000375540319732	0.000336457853533	9.53980755703e-11	2.22250730334e-11	6.08420689618e-12	1.12281134386e-06	4.41450123627e-11	2.09682857505e-05	5.18472218969e-20	0.000283802650824
50125-01-01-02	9.83460146451e-06	0.000990838044176	1.85758027594e-08	0.980587870458	4.46622427423e-06	0.0168135728795	4.00854050064e-07	0.00155025924648	3.79061364568e-05	6.33391146773e-11	3.10674733372e-06	1.06452662583e-06	5.45489616161e-07	1.16152590501e-07
91412-01-01-00	2.35363404026e-05	0.0110060766745	4.5286008648e-08	0.965854314139	2.83215242458e-05	0.0205780895685	9.55169412324e-07	0.00242257801971	8.01417389862e-05	3.05977053227e-10	2.13022047559e-06	1.5913094023e-06	1.36344559862e-06	8.56257777755e-07
91412-01-01-00	2.42639004147e-05	0.00630529398944	9.43238496487e-08	0.970647007649	0.00010956364222	0.0221656933832	1.33844475716e-06	0.000678087030203	5.87810976044e-05	3.37268829893e-10	3.03872217662e-06	2.70609446806e-06	2.62656678166e-06	1.50481901552e-06
91412-01-01-00	3.85843256216e-05	0.0229100589508	3.79057833848e-08	0.956506318481	0.000108589756036	0.0184434166353	2.18961313751e-06	0.00184984729255	0.000124962638193	5.1035133901e-10	2.08402617402e-06	1.81615024885e-06	1.02653711603e-05	1.82834318462e-06
91412-01-01-00	9.76943089563e-06	0.00664069796514	4.65646730814e-08	0.963593377676	3.72843041625e-05	0.0281391711943	3.5153419323e-06	0.00140023900948	0.000142160250836	9.94365858337e-11	2.86030269888e-05	1.53676005061e-06	1.99536181803e-06	1.60301391495e-06
91412-01-01-00	2.30667802615e-06	0.000613224082792	4.74313761066e-08	0.958305799973	1.32385745645e-05	0.0406042272212	1.65986576832e-06	0.00029596832051	0.000132506732339	2.90692474616e-11	2.89352758701e-05	1.2840281751e-06	5.55391433005e-07	2.46396296441e-07
91412-01-01-00	5.1212848182e-06	0.00043836860826	6.05677839046e-08	0.964938559887	1.46779700597e-05	0.0341021373319	1.24548079156e-06	0.000425571931729	5.5093951409e-05	4.09030974236e-11	1.65237828292e-05	2.15725334743e-06	2.85014226074e-07	1.96895288016e-07
91412-01-01-00	1.02264719588e-05	0.00843117426263	2.69747631864e-08	0.971169899334	4.42591412935e-05	0.0193841687017	1.79590498999e-06	0.000788403258914	0.000152611647875	1.53666588637e-10	6.17534674862e-06	1.00109454111e-06	9.13366590175e-06	1.12404113223e-06
91412-01-01-00	0.00107209454146	3.51962672995e-09	8.99938923048e-05	0.0436168086654	0.0581123161627	0.890401275796	4.31849498047e-06	5.30468983025e-07	5.34399746657e-07	1.97993942492e-10	9.62582910572e-07	0.00670115518442	2.85058339859e-09	3.24258070093e-09
80701-01-34-00	0.00167008069416	6.94602958128e-09	0.000114360573557	0.0554674893676	0.058782773953	0.876865894303	3.50853381804e-06	9.88012770509e-07	5.11620140211e-07	2.92129655301e-10	1.23946915172e-06	0.00709313442645	5.26116806974e-09	6.54686474589e-09
80701-01-34-00	0.00205386033628	9.74359716087e-09	9.35017690133e-05	0.068676574246	0.0641150004707	0.857790579722	4.21584148452e-06	1.31820265045e-06	6.00054718571e-07	3.48459698143e-10	1.13667642532e-06	0.00726318778656	8.06832220837e-09	6.73420668797e-09
80701-01-34-00	0.00459899322062	7.14971316435e-09	0.000138033245472	0.0746089887311	0.053199603566	0.855139235213	2.88273254822e-06	2.49729691202e-06	2.93177935256e-07	4.86022893451e-10	9.4893678029e-07	0.0123085060649	4.25817279705e-09	5.9208280358e-09
80701-01-34-00	0.00805684665303	4.43121340638e-09	0.000312203731275	0.074505750479	0.0427787466596	0.853546340935	1.55381789343e-06	3.51439371226e-06	1.05064686186e-07	5.62357548379e-10	1.2251719395e-06	0.0207936990894	1.44181955101e-09	7.56852568282e-09
80701-01-34-00	0.00650795399975	1.76150322165e-09	0.000319735166561	0.0434055891941	0.0216281299632	0.90891862483	8.85271534206e-07	2.95828297725e-06	8.1793213553e-08	4.14459578506e-10	7.23361155069e-07	0.0192153125149	4.36457057362e-10	3.0101595502e-09
80701-01-34-00	0.00331835459956	1.4830305918e-09	0.000910783305168	0.0296877434062	0.0198417941446	0.928156895596	4.20858310758e-07	1.55738204361e-06	5.03990388597e-08	3.46909021693e-10	9.41701202892e-07	0.0180814511928	1.03434340882e-10	5.48153797263e-09
80701-01-34-00	0.00165554785516	7.67136735822e-10	0.000873347595102	0.0170208237522	0.0117521829837	0.95600727418	2.65015647523e-07	9.30581210219e-07	5.61883386586e-08	2.20214210067e-10	6.76953091716e-07	0.0126888910585	4.91443411713e-11	2.80078880731e-09
80701-01-34-00	0.00195106268096	1.22879666713e-09	0.000877118182044	0.0150271752646	0.0196882678577	0.94988704506	3.56120079125e-07	9.41043393024e-07	7.70798722636e-08	2.82556585672e-10	6.79368946059e-07	0.0125672714367	1.08157396722e-10	4.28623701761e-09
80701-01-34-00	0.0355554103325	1.65049759881e-08	0.96441360111	1.57331118665e-11	2.89488187463e-08	1.72563685282e-06	2.68821536653e-15	3.2977149693e-10	3.18356051617e-19	4.29455454503e-09	7.9904952572e-11	2.90247044068e-05	4.45419004126e-23	1.88042861079e-07
30402-01-18-00	0.0309780810651	1.64393679469e-08	0.969002773721	6.82400142714e-12	1.59437355363e-08	8.6794902258e-07	1.17615174683e-15	2.21178652021e-10	9.52278070161e-20	2.91941505365e-09	5.75296124403e-11	1.80886778204e-05	1.69326792901e-23	1.52998677455e-07
30402-01-18-00	0.0335074302492	2.5868126123e-08	0.966472471859	7.57490366519e-12	2.09167412971e-08	1.12743801608e-06	1.60622699482e-15	2.05480977577e-10	1.69722717556e-19	4.06395070173e-09	3.93014766916e-11	1.87993093403e-05	2.48966469979e-23	1.20042902337e-07
30402-01-18-00	0.0136924897696	1.73578331711e-08	0.986297014005	3.20515533953e-12	1.21191939652e-08	6.14283173205e-07	6.65500697416e-16	7.51068230179e-11	7.1491972975e-20	2.12062496489e-09	2.75746124861e-11	9.753167899e-06	7.40798662313e-24	9.70712494308e-08
30402-01-18-00	0.0169956437768	2.50222384007e-08	0.982992686695	4.44078031224e-12	1.60265886006e-08	6.43787050645e-07	7.86697204545e-16	8.58025182235e-11	8.04063689872e-20	2.77324866653e-09	2.53423284429e-11	1.08606472075e-05	1.12549902885e-23	1.21156390594e-07
30402-01-18-00	0.0126686079988	1.57836056418e-08	0.987321942719	3.02928103256e-12	1.09813643948e-08	6.42659593797e-07	5.48184669984e-16	7.85461086984e-11	8.0223693532e-20	2.06865219023e-09	2.93069971463e-11	8.65631899113e-06	9.1636282947e-24	1.21358573448e-07
30402-01-18-00	0.0137532916515	1.4969070083e-08	0.986235713394	3.77516197204e-12	1.5607892122e-08	7.11733741628e-07	7.14761735138e-16	8.73831033389e-11	9.99900988625e-20	2.2586453103e-09	3.75893202057e-11	1.00673279301e-05	1.43162645856e-23	1.82928851804e-07
30402-01-18-00	0.0132990322841	1.22432228446e-08	0.98668993743	3.72802431641e-12	1.15277359696e-08	6.19126368232e-07	5.22129947978e-16	9.45480567443e-11	6.79565208983e-20	2.12006451154e-09	2.66452349333e-11	1.02525180792e-05	6.54670231658e-24	1.32625046155e-07
30402-01-18-00	0.0161337965634	4.31370650772e-13	0.0132729023921	0.000271768691656	0.760561458331	0.0190451338752	2.36385869132e-08	9.08634339774e-10	1.92196109961e-13	4.46563653785e-11	8.12357843724e-09	0.190714906372	1.44257307971e-15	1.05887508147e-09
70702-01-39-00	0.0155104772043	3.75642391799e-13	0.0176809181366	0.000205340957303	0.752689860648	0.0231151361938	1.98448937817e-08	8.64613019929e-10	2.37161580533e-13	4.56489813491e-11	8.6914356578e-09	0.190798236315	1.5685657456e-15	1.09811725402e-09
70702-01-39-00	0.0194569981635	7.07377807621e-13	0.0246350376026	0.000257911735995	0.724991788642	0.0271163776477	1.77360400455e-08	1.40979049601e-09	2.62562510457e-13	6.45618606299e-11	9.43037137769e-09	0.203541855777	1.4218162186e-15	1.78947602357e-09
70702-01-39-00	0.0202987994647	1.03403420465e-12	0.0261299919571	0.000439845086552	0.680017906685	0.0383653221862	2.66226440385e-08	2.55033156291e-09	4.41291625743e-13	6.71764114228e-11	1.83267571077e-08	0.2347480848	1.7469147165e-15	2.25156610252e-09
70702-01-39-00	0.00865599782754	7.70217439331e-13	0.0314087315546	0.000377594260003	0.711125124071	0.0468511258025	2.51347501196e-08	9.99431947159e-10	6.38222034572e-13	5.86316064458e-11	1.02034030088e-08	0.201581388734	6.53431693298e-16	1.35250940615e-09
70702-01-39-00	0.00731486612151	9.23470892011e-13	0.0306945677713	0.000303812786492	0.750930443739	0.0418265968429	2.05349042135e-08	7.9050419387e-10	6.69110827617e-13	6.78097238619e-11	5.6737457567e-09	0.168929684355	5.51112746307e-16	1.31540541879e-09
70702-01-39-00	0.00536549490306	9.4517607535e-13	0.0283291823764	0.000191247141404	0.811008962248	0.0328223696625	1.56884053413e-08	4.50351275689e-10	6.3287521935e-13	6.6110272133e-11	3.52166072494e-09	0.122282722611	5.91819001184e-16	1.32917079961e-09
70702-01-39-00	0.00660128987187	7.63782146678e-13	0.0212492457377	0.000142450314202	0.836103899137	0.0233222166946	1.28067559171e-08	3.8905449811e-10	4.32208575906e-13	6.71669405444e-11	2.24355768075e-09	0.112580881635	7.9729684486e-16	1.10150216121e-09
70702-01-39-00	0.0144754352293	9.36684403587e-13	0.0156546176945	0.000125804580051	0.845242224216	0.0132041344255	8.73861464356e-09	6.192316985e-10	1.8912806213e-13	8.54880218148e-11	1.58886193545e-09	0.111297771367	1.61344510881e-15	1.45431584825e-09
10408-01-14-00	3.49454256164e-07	1.23326695501e-07	0.0543933829015	4.55192934068e-08	0.110343645807	3.4751945401e-05	2.19669766007e-07	5.76029189309e-13	8.2062530971e-11	3.79643889342e-09	0.000328341976529	0.000122782176913	4.8845558495e-15	0.834776353343
